Id_oceny,Data,Id_ucznia,id_przedmiotu,Ocena
10921,2014-12-02,607/2013,7,2
11542,2014-12-05,607/2013,7,2
9183,2014-11-19,605/2013,7,2
556,2014-09-17,604/2013,7,2
7785,2014-11-07,604/2013,7,2
7267,2014-11-05,603/2013,7,2
4527,2014-10-15,601/2013,7,2
722,2014-09-18,599/2013,7,2
2382,2014-09-30,597/2013,7,2
8738,2014-11-14,597/2013,7,2
8912,2014-11-17,597/2013,7,2
12565,2014-12-15,595/2013,7,2
3801,2014-10-09,592/2013,7,2
12642,2014-12-15,592/2013,7,2
3927,2014-10-10,590/2013,7,2
7384,2014-11-05,588/2013,7,2
4256,2014-10-14,587/2013,7,2
10700,2014-12-01,587/2013,7,2
8680,2014-11-14,583/2013,7,2
5408,2014-10-22,582/2013,7,2
5640,2014-10-23,581/2013,7,2
9882,2014-11-24,580/2013,7,2
11318,2014-12-04,579/2013,7,2
1252,2014-09-23,577/2013,7,2
11609,2014-12-05,577/2013,7,2
11465,2014-12-05,575/2013,7,2
11050,2014-12-02,574/2013,7,2
1838,2014-09-25,572/2013,7,2
5330,2014-10-21,571/2013,7,2
4694,2014-10-16,570/2013,7,2
6290,2014-10-29,570/2013,7,2
12514,2014-12-12,569/2013,7,2
5490,2014-10-22,568/2013,7,2
2966,2014-10-03,567/2013,7,2
301,2014-09-16,566/2013,7,2
2942,2014-10-03,565/2013,7,2
3651,2014-10-08,565/2013,7,2
4629,2014-10-16,565/2013,7,2
2957,2014-10-03,564/2013,7,2
6721,2014-10-31,562/2013,7,2
9819,2014-11-24,560/2013,7,2
11115,2014-12-03,559/2013,7,2
10049,2014-11-25,558/2013,7,2
6431,2014-10-29,555/2013,7,2
9701,2014-11-21,554/2013,7,2
7240,2014-11-05,553/2013,7,2
9167,2014-11-18,553/2013,7,2
9884,2014-11-24,553/2013,7,2
12491,2014-12-12,553/2013,7,2
4427,2014-10-15,552/2013,7,2
6610,2014-10-30,551/2013,7,2
11647,2014-12-08,549/2013,7,2
11078,2014-12-03,548/2013,7,2
6077,2014-10-27,547/2013,7,2
11765,2014-12-08,547/2013,7,2
1242,2014-09-23,546/2013,7,2
4961,2014-10-17,545/2013,7,2
4042,2014-10-13,543/2013,7,2
10761,2014-12-01,543/2013,7,2
9964,2014-11-25,542/2013,7,2
8094,2014-11-11,541/2013,7,2
5401,2014-10-22,539/2013,7,2
7344,2014-11-05,539/2013,7,2
6734,2014-10-31,538/2013,7,2
12678,2014-12-15,538/2013,7,2
3906,2014-10-10,537/2013,7,2
5723,2014-10-24,537/2013,7,2
5735,2014-10-24,536/2013,7,2
1423,2014-09-23,534/2013,7,2
8136,2014-11-11,533/2013,7,2
5956,2014-10-27,532/2013,7,2
8076,2014-11-11,531/2013,7,2
11061,2014-12-02,531/2013,7,2
9657,2014-11-21,529/2013,7,2
5338,2014-10-21,528/2013,7,2
12427,2014-12-12,527/2013,7,2
834,2014-09-19,526/2013,7,2
11928,2014-12-09,526/2013,7,2
4502,2014-10-15,525/2013,7,2
6698,2014-10-31,521/2013,7,2
6518,2014-10-30,519/2013,7,2
119,2014-09-15,517/2013,7,2
12002,2014-12-09,517/2013,7,2
12049,2014-12-10,516/2013,7,2
2072,2014-09-26,512/2012,7,2
11615,2014-12-05,511/2012,7,2
1652,2014-09-24,507/2012,7,2
11372,2014-12-04,503/2012,7,2
3756,2014-10-09,501/2012,7,2
7969,2014-11-10,501/2012,7,2
8037,2014-11-11,499/2012,7,2
13039,2014-12-18,491/2012,7,2
6687,2014-10-31,486/2012,7,2
7841,2014-11-10,486/2012,7,2
6948,2014-11-03,476/2012,7,2
4932,2014-10-17,474/2012,7,2
4529,2014-10-15,473/2012,7,2
7888,2014-11-10,469/2012,7,2
4799,2014-10-17,468/2012,7,2
3351,2014-10-07,454/2012,7,2
8898,2014-11-17,451/2012,7,2
10081,2014-11-25,447/2012,7,2
3389,2014-10-07,442/2012,7,2
5690,2014-10-23,441/2012,7,2
6131,2014-10-28,439/2012,7,2
9640,2014-11-21,439/2012,7,2
8629,2014-11-14,437/2012,7,2
5399,2014-10-22,434/2012,7,2
7287,2014-11-05,421/2012,7,2
8909,2014-11-17,416/2012,7,2
11401,2014-12-04,415/2012,7,2
2314,2014-09-29,412/2012,7,2
7203,2014-11-04,412/2012,7,2
682,2014-09-18,410/2012,7,2
3857,2014-10-10,407/2012,7,2
2977,2014-10-03,405/2012,7,2
2224,2014-09-29,393/2012,7,2
6443,2014-10-29,388/2012,7,2
1528,2014-09-24,386/2012,7,2
5614,2014-10-23,383/2012,7,2
2883,2014-10-02,379/2012,7,2
8459,2014-11-13,377/2012,7,2
5084,2014-10-20,360/2012,7,2
8779,2014-11-14,357/2012,7,2
10135,2014-11-26,355/2012,7,2
11201,2014-12-03,350/2012,7,2
6634,2014-10-30,345/2012,7,2
598,2014-09-17,342/2012,7,2
12874,2014-12-17,341/2012,7,2
1887,2014-09-25,339/2012,7,2
5168,2014-10-21,334/2012,7,2
9535,2014-11-20,329/2012,7,2
5567,2014-10-23,316/2012,7,2
11687,2014-12-08,314/2012,7,2
5236,2014-10-21,311/2012,7,2
256,2014-09-16,307/2012,7,2
10026,2014-11-25,307/2012,7,2
11441,2014-12-04,301/2012,7,2
8549,2014-11-13,299/2012,7,2
8449,2014-11-13,297/2012,7,2
502,2014-09-17,293/2012,7,2
6167,2014-10-28,292/2012,7,2
1017,2014-09-22,289/2012,7,2
4227,2014-10-14,280/2012,7,2
11580,2014-12-05,272/2012,7,2
12739,2014-12-16,879/2014,7,1
7351,2014-11-05,874/2014,7,1
11148,2014-12-03,860/2014,7,1
8468,2014-11-13,854/2014,7,1
12405,2014-12-12,854/2014,7,1
1152,2014-09-22,851/2014,7,1
13059,2014-12-18,851/2014,7,1
11626,2014-12-05,848/2014,7,1
4300,2014-10-14,835/2014,7,1
506,2014-09-17,822/2014,7,1
5610,2014-10-23,819/2014,7,1
9772,2014-11-24,816/2014,7,1
9621,2014-11-21,787/2014,7,1
8170,2014-11-11,766/2014,7,1
2571,2014-10-01,761/2014,7,1
11012,2014-12-02,755/2014,7,1
10412,2014-11-27,751/2014,7,1
2060,2014-09-26,745/2014,7,1
9932,2014-11-24,727/2014,7,1
10315,2014-11-27,713/2014,7,1
4963,2014-10-20,711/2014,7,1
9019,2014-11-18,707/2014,7,1
1737,2014-09-24,705/2014,7,1
9259,2014-11-19,701/2014,7,1
3376,2014-10-07,698/2013,7,1
3141,2014-10-06,690/2013,7,1
2365,2014-09-30,689/2013,7,1
6488,2014-10-30,680/2013,7,1
2245,2014-09-29,677/2013,7,1
1987,2014-09-26,661/2013,7,1
10891,2014-12-02,657/2013,7,1
6277,2014-10-28,641/2013,7,1
10229,2014-11-26,636/2013,7,1
12581,2014-12-15,631/2013,7,1
10940,2014-12-02,628/2013,7,1
9474,2014-11-20,618/2013,7,1
12998,2014-12-17,612/2013,7,1
6654,2014-10-30,594/2013,7,1
4376,2014-10-14,592/2013,7,1
3925,2014-10-10,575/2013,7,1
4045,2014-10-13,573/2013,7,1
1204,2014-09-23,569/2013,7,1
7329,2014-11-05,568/2013,7,1
9211,2014-11-19,565/2013,7,1
6140,2014-10-28,561/2013,7,1
10597,2014-11-28,558/2013,7,1
9387,2014-11-20,548/2013,7,1
6021,2014-10-27,535/2013,7,1
10437,2014-11-27,427/2012,7,1
3200,2014-10-06,419/2012,7,1
6220,2014-10-28,405/2012,7,1
3637,2014-10-08,394/2012,7,1
2454,2014-09-30,383/2012,7,1
8859,2014-11-17,373/2012,7,1
6755,2014-10-31,335/2012,7,1
3734,2014-10-09,304/2012,7,1
471,2014-09-17,881/2014,6,6
10867,2014-12-01,879/2014,6,6
9344,2014-11-19,856/2014,6,6
2624,2014-10-01,846/2014,6,6
7508,2014-11-06,843/2014,6,6
3207,2014-10-06,838/2014,6,6
8381,2014-11-13,837/2014,6,6
4776,2014-10-17,811/2014,6,6
7971,2014-11-10,807/2014,6,6
9571,2014-11-21,803/2014,6,6
6875,2014-11-03,802/2014,6,6
1624,2014-09-24,797/2014,6,6
4475,2014-10-15,790/2014,6,6
2370,2014-09-30,786/2014,6,6
1007,2014-09-22,784/2014,6,6
8305,2014-11-12,781/2014,6,6
249,2014-09-16,765/2014,6,6
3170,2014-10-06,759/2014,6,6
9091,2014-11-18,759/2014,6,6
6295,2014-10-29,749/2014,6,6
9776,2014-11-24,749/2014,6,6
782,2014-09-18,727/2014,6,6
6026,2014-10-27,716/2014,6,6
9983,2014-11-25,715/2014,6,6
3032,2014-10-03,709/2014,6,6
7460,2014-11-06,709/2014,6,6
8881,2014-11-17,704/2014,6,6
4078,2014-10-13,884/2014,6,5
7332,2014-11-05,882/2014,6,5
12468,2014-12-12,881/2014,6,5
11758,2014-12-08,875/2014,6,5
12644,2014-12-15,871/2014,6,5
4739,2014-10-16,865/2014,6,5
7549,2014-11-06,863/2014,6,5
7239,2014-11-05,855/2014,6,5
5443,2014-10-22,850/2014,6,5
4579,2014-10-15,847/2014,6,5
7442,2014-11-06,847/2014,6,5
3757,2014-10-09,834/2014,6,5
9636,2014-11-21,834/2014,6,5
7168,2014-11-04,831/2014,6,5
7080,2014-11-04,827/2014,6,5
1724,2014-09-24,826/2014,6,5
665,2014-09-18,825/2014,6,5
4639,2014-10-16,819/2014,6,5
1452,2014-09-23,818/2014,6,5
11139,2014-12-03,816/2014,6,5
9061,2014-11-18,813/2014,6,5
2396,2014-09-30,812/2014,6,5
1115,2014-09-22,807/2014,6,5
3845,2014-10-10,805/2014,6,5
584,2014-09-17,803/2014,6,5
10581,2014-11-28,803/2014,6,5
12271,2014-12-11,793/2014,6,5
48,2014-09-15,781/2014,6,5
5344,2014-10-22,778/2014,6,5
4206,2014-10-13,777/2014,6,5
9202,2014-11-19,777/2014,6,5
9861,2014-11-24,769/2014,6,5
5147,2014-10-20,763/2014,6,5
848,2014-09-19,760/2014,6,5
4750,2014-10-16,753/2014,6,5
10543,2014-11-28,751/2014,6,5
4170,2014-10-13,738/2014,6,5
2953,2014-10-03,737/2014,6,5
4122,2014-10-13,732/2014,6,5
9844,2014-11-24,732/2014,6,5
1584,2014-09-24,731/2014,6,5
11882,2014-12-09,721/2014,6,5
10525,2014-11-28,719/2014,6,5
10896,2014-12-02,718/2014,6,5
11321,2014-12-04,714/2014,6,5
2927,2014-10-03,713/2014,6,5
1920,2014-09-25,881/2014,6,4
478,2014-09-17,877/2014,6,4
3483,2014-10-08,875/2014,6,4
2702,2014-10-01,871/2014,6,4
7196,2014-11-04,859/2014,6,4
3145,2014-10-06,853/2014,6,4
8574,2014-11-14,849/2014,6,4
11544,2014-12-05,844/2014,6,4
9332,2014-11-19,841/2014,6,4
738,2014-09-18,833/2014,6,4
6241,2014-10-28,831/2014,6,4
1213,2014-09-23,828/2014,6,4
4229,2014-10-14,825/2014,6,4
3015,2014-10-03,823/2014,6,4
6455,2014-10-29,821/2014,6,4
4914,2014-10-17,810/2014,6,4
9774,2014-11-24,797/2014,6,4
607,2014-09-17,796/2014,6,4
1758,2014-09-24,791/2014,6,4
7585,2014-11-06,789/2014,6,4
524,2014-09-17,785/2014,6,4
4928,2014-10-17,772/2014,6,4
1999,2014-09-26,771/2014,6,4
10191,2014-11-26,769/2014,6,4
10776,2014-12-01,767/2014,6,4
10935,2014-12-02,756/2014,6,4
5977,2014-10-27,755/2014,6,4
5261,2014-10-21,753/2014,6,4
1076,2014-09-22,747/2014,6,4
6782,2014-10-31,743/2014,6,4
7678,2014-11-07,740/2014,6,4
9141,2014-11-18,737/2014,6,4
8857,2014-11-17,731/2014,6,4
7028,2014-11-03,719/2014,6,4
7432,2014-11-06,715/2014,6,4
12207,2014-12-11,712/2014,6,4
9918,2014-11-24,709/2014,6,4
13123,2014-12-18,706/2014,6,4
3750,2014-10-09,703/2014,6,4
10308,2014-11-26,884/2014,6,3
1878,2014-09-25,881/2014,6,3
8528,2014-11-13,877/2014,6,3
4725,2014-10-16,874/2014,6,3
6369,2014-10-29,869/2014,6,3
9617,2014-11-21,866/2014,6,3
4134,2014-10-13,865/2014,6,3
5384,2014-10-22,863/2014,6,3
7511,2014-11-06,859/2014,6,3
12236,2014-12-11,856/2014,6,3
10258,2014-11-26,852/2014,6,3
6934,2014-11-03,849/2014,6,3
6996,2014-11-03,843/2014,6,3
777,2014-09-18,837/2014,6,3
7829,2014-11-10,837/2014,6,3
6621,2014-10-30,831/2014,6,3
11538,2014-12-05,828/2014,6,3
9071,2014-11-18,827/2014,6,3
2773,2014-10-02,821/2014,6,3
8112,2014-11-11,815/2014,6,3
13021,2014-12-17,815/2014,6,3
3372,2014-10-07,809/2014,6,3
5850,2014-10-24,809/2014,6,3
10454,2014-11-27,809/2014,6,3
339,2014-09-16,806/2014,6,3
6392,2014-10-29,799/2014,6,3
6225,2014-10-28,793/2014,6,3
6822,2014-10-31,788/2014,6,3
4064,2014-10-13,787/2014,6,3
2052,2014-09-26,775/2014,6,3
12606,2014-12-15,775/2014,6,3
1444,2014-09-23,772/2014,6,3
719,2014-09-18,770/2014,6,3
2722,2014-10-02,768/2014,6,3
2148,2014-09-26,761/2014,6,3
8391,2014-11-13,751/2014,6,3
3656,2014-10-09,750/2014,6,3
8998,2014-11-18,746/2014,6,3
7059,2014-11-04,737/2014,6,3
8356,2014-11-12,735/2014,6,3
1321,2014-09-23,733/2014,6,3
2855,2014-10-02,731/2014,6,3
276,2014-09-16,725/2014,6,3
4606,2014-10-16,716/2014,6,3
13186,2014-12-18,713/2014,6,3
4387,2014-10-14,705/2014,6,3
599,2014-09-17,703/2014,6,3
8145,2014-11-11,703/2014,6,3
6449,2014-10-29,883/2014,6,2
11909,2014-12-09,882/2014,6,2
621,2014-09-18,872/2014,6,2
244,2014-09-16,871/2014,6,2
10177,2014-11-26,868/2014,6,2
3644,2014-10-08,865/2014,6,2
958,2014-09-19,864/2014,6,2
13013,2014-12-17,863/2014,6,2
10648,2014-11-28,862/2014,6,2
3144,2014-10-06,861/2014,6,2
8300,2014-11-12,859/2014,6,2
9057,2014-11-18,853/2014,6,2
3870,2014-10-10,844/2014,6,2
6210,2014-10-28,843/2014,6,2
6476,2014-10-30,841/2014,6,2
10874,2014-12-01,828/2014,6,2
558,2014-09-17,825/2014,6,2
4040,2014-10-13,815/2014,6,2
8737,2014-11-14,810/2014,6,2
6793,2014-10-31,800/2014,6,2
10789,2014-12-01,794/2014,6,2
12215,2014-12-11,793/2014,6,2
6676,2014-10-31,788/2014,6,2
470,2014-09-17,787/2014,6,2
5154,2014-10-21,787/2014,6,2
2851,2014-10-02,785/2014,6,2
7403,2014-11-05,772/2014,6,2
833,2014-09-19,771/2014,6,2
3150,2014-10-06,769/2014,6,2
7110,2014-11-04,765/2014,6,2
6123,2014-10-28,762/2014,6,2
11319,2014-12-04,759/2014,6,2
3697,2014-10-09,754/2014,6,2
4736,2014-10-16,754/2014,6,2
4047,2014-10-13,753/2014,6,2
7015,2014-11-03,747/2014,6,2
8990,2014-11-18,744/2014,6,2
5703,2014-10-23,734/2014,6,2
4790,2014-10-17,731/2014,6,2
1276,2014-09-23,730/2014,6,2
11714,2014-12-08,728/2014,6,2
5468,2014-10-22,722/2014,6,2
10613,2014-11-28,722/2014,6,2
12478,2014-12-12,721/2014,6,2
1992,2014-09-26,713/2014,6,2
12359,2014-12-11,713/2014,6,2
8144,2014-11-11,845/2014,6,1
146,2014-09-15,819/2014,6,1
12536,2014-12-12,778/2014,6,1
5789,2014-10-24,743/2014,6,1
9591,2014-11-21,741/2014,6,1
4309,2014-10-14,731/2014,6,1
7230,2014-11-04,858/2014,5,6
6674,2014-10-31,851/2014,5,6
6613,2014-10-30,849/2014,5,6
11236,2014-12-03,846/2014,5,6
10617,2014-11-28,842/2014,5,6
7402,2014-11-05,836/2014,5,6
8780,2014-11-14,820/2014,5,6
4484,2014-10-15,815/2014,5,6
10497,2014-11-27,814/2014,5,6
8308,2014-11-12,810/2014,5,6
11413,2014-12-04,802/2014,5,6
10902,2014-12-02,786/2014,5,6
1417,2014-09-23,783/2014,5,6
8169,2014-11-11,780/2014,5,6
9365,2014-11-19,770/2014,5,6
6608,2014-10-30,765/2014,5,6
609,2014-09-17,758/2014,5,6
12547,2014-12-12,755/2014,5,6
8482,2014-11-13,742/2014,5,6
9214,2014-11-19,732/2014,5,6
2676,2014-10-01,719/2014,5,6
1889,2014-09-25,718/2014,5,6
3482,2014-10-08,711/2014,5,6
2409,2014-09-30,884/2014,5,5
4051,2014-10-13,876/2014,5,5
9177,2014-11-19,873/2014,5,5
10563,2014-11-28,866/2014,5,5
6819,2014-10-31,855/2014,5,5
8790,2014-11-17,852/2014,5,5
6616,2014-10-30,846/2014,5,5
8577,2014-11-14,842/2014,5,5
1180,2014-09-23,830/2014,5,5
10729,2014-12-01,821/2014,5,5
11058,2014-12-02,820/2014,5,5
11529,2014-12-05,820/2014,5,5
388,2014-09-16,815/2014,5,5
6607,2014-10-30,812/2014,5,5
11864,2014-12-09,811/2014,5,5
2844,2014-10-02,804/2014,5,5
3057,2014-10-03,802/2014,5,5
6516,2014-10-30,799/2014,5,5
2375,2014-09-30,798/2014,5,5
13098,2014-12-18,793/2014,5,5
12860,2014-12-16,790/2014,5,5
10978,2014-12-02,789/2014,5,5
5502,2014-10-22,780/2014,5,5
6309,2014-10-29,777/2014,5,5
61,2014-09-15,773/2014,5,5
299,2014-09-16,770/2014,5,5
11923,2014-12-09,766/2014,5,5
11783,2014-12-08,758/2014,5,5
10488,2014-11-27,748/2014,5,5
10032,2014-11-25,745/2014,5,5
6555,2014-10-30,743/2014,5,5
11901,2014-12-09,742/2014,5,5
11884,2014-12-09,738/2014,5,5
8301,2014-11-12,737/2014,5,5
2216,2014-09-29,736/2014,5,5
7263,2014-11-05,736/2014,5,5
9068,2014-11-18,733/2014,5,5
4644,2014-10-16,726/2014,5,5
5253,2014-10-21,714/2014,5,5
2325,2014-09-29,710/2014,5,5
11113,2014-12-03,705/2014,5,5
5160,2014-10-21,703/2014,5,5
13043,2014-12-18,702/2014,5,5
9545,2014-11-20,882/2014,5,4
11125,2014-12-03,880/2014,5,4
1585,2014-09-24,879/2014,5,4
3674,2014-10-09,877/2014,5,4
6490,2014-10-30,876/2014,5,4
8399,2014-11-13,876/2014,5,4
9803,2014-11-24,870/2014,5,4
5743,2014-10-24,869/2014,5,4
2679,2014-10-01,868/2014,5,4
10027,2014-11-25,861/2014,5,4
10849,2014-12-01,848/2014,5,4
12223,2014-12-11,842/2014,5,4
1265,2014-09-23,833/2014,5,4
7645,2014-11-07,833/2014,5,4
1433,2014-09-23,832/2014,5,4
7095,2014-11-04,832/2014,5,4
12507,2014-12-12,831/2014,5,4
12467,2014-12-12,818/2014,5,4
6580,2014-10-30,817/2014,5,4
11234,2014-12-03,814/2014,5,4
763,2014-09-18,807/2014,5,4
4138,2014-10-13,805/2014,5,4
13138,2014-12-18,796/2014,5,4
7294,2014-11-05,795/2014,5,4
2421,2014-09-30,792/2014,5,4
9783,2014-11-24,792/2014,5,4
1490,2014-09-23,790/2014,5,4
11633,2014-12-05,776/2014,5,4
10408,2014-11-27,775/2014,5,4
1014,2014-09-22,772/2014,5,4
7959,2014-11-10,764/2014,5,4
4016,2014-10-10,760/2014,5,4
8345,2014-11-12,758/2014,5,4
761,2014-09-18,756/2014,5,4
8045,2014-11-11,756/2014,5,4
1557,2014-09-24,752/2014,5,4
5844,2014-10-24,724/2014,5,4
4460,2014-10-15,721/2014,5,4
919,2014-09-19,718/2014,5,4
421,2014-09-17,714/2014,5,4
11558,2014-12-05,709/2014,5,4
2564,2014-10-01,702/2014,5,4
7734,2014-11-07,880/2014,5,3
5938,2014-10-27,871/2014,5,3
8239,2014-11-12,870/2014,5,3
2712,2014-10-01,868/2014,5,3
1215,2014-09-23,867/2014,5,3
9082,2014-11-18,864/2014,5,3
6458,2014-10-29,854/2014,5,3
11348,2014-12-04,843/2014,5,3
5251,2014-10-21,839/2014,5,3
9439,2014-11-20,839/2014,5,3
7101,2014-11-04,836/2014,5,3
8050,2014-11-11,836/2014,5,3
4531,2014-10-15,830/2014,5,3
1174,2014-09-22,828/2014,5,3
5564,2014-10-23,826/2014,5,3
10481,2014-11-27,826/2014,5,3
6474,2014-10-30,823/2014,5,3
6863,2014-11-03,816/2014,5,3
3048,2014-10-03,808/2014,5,3
3612,2014-10-08,794/2014,5,3
11887,2014-12-09,792/2014,5,3
11943,2014-12-09,791/2014,5,3
4747,2014-10-16,786/2014,5,3
5047,2014-10-20,782/2014,5,3
1712,2014-09-24,774/2014,5,3
3523,2014-10-08,774/2014,5,3
9209,2014-11-19,774/2014,5,3
5029,2014-10-20,768/2014,5,3
3868,2014-10-10,764/2014,5,3
6272,2014-10-28,764/2014,5,3
1328,2014-09-23,761/2014,5,3
10198,2014-11-26,759/2014,5,3
3411,2014-10-07,754/2014,5,3
7200,2014-11-04,752/2014,5,3
10224,2014-11-26,751/2014,5,3
594,2014-09-17,749/2014,5,3
1676,2014-09-24,742/2014,5,3
10987,2014-12-02,736/2014,5,3
5345,2014-10-22,727/2014,5,3
8415,2014-11-13,726/2014,5,3
7702,2014-11-07,721/2014,5,3
9240,2014-11-19,720/2014,5,3
5166,2014-10-21,708/2014,5,3
2301,2014-09-29,702/2014,5,3
2947,2014-10-03,882/2014,5,2
10580,2014-11-28,874/2014,5,2
479,2014-09-17,870/2014,5,2
3566,2014-10-08,868/2014,5,2
830,2014-09-19,864/2014,5,2
1714,2014-09-24,864/2014,5,2
9314,2014-11-19,861/2014,5,2
3086,2014-10-03,860/2014,5,2
12716,2014-12-16,858/2014,5,2
10394,2014-11-27,857/2014,5,2
12408,2014-12-12,854/2014,5,2
1923,2014-09-25,850/2014,5,2
7991,2014-11-10,849/2014,5,2
6226,2014-10-28,848/2014,5,2
6915,2014-11-03,848/2014,5,2
9371,2014-11-20,838/2014,5,2
755,2014-09-18,833/2014,5,2
2201,2014-09-29,830/2014,5,2
2221,2014-09-29,824/2014,5,2
5104,2014-10-20,814/2014,5,2
7975,2014-11-10,808/2014,5,2
8141,2014-11-11,808/2014,5,2
1595,2014-09-24,798/2014,5,2
9957,2014-11-25,798/2014,5,2
1973,2014-09-26,793/2014,5,2
8450,2014-11-13,783/2014,5,2
8671,2014-11-14,782/2014,5,2
654,2014-09-18,777/2014,5,2
9671,2014-11-21,777/2014,5,2
5286,2014-10-21,776/2014,5,2
11290,2014-12-04,767/2014,5,2
9020,2014-11-18,759/2014,5,2
5451,2014-10-22,754/2014,5,2
4328,2014-10-14,746/2014,5,2
1951,2014-09-25,740/2014,5,2
8520,2014-11-13,739/2014,5,2
11992,2014-12-09,737/2014,5,2
2055,2014-09-26,736/2014,5,2
5431,2014-10-22,736/2014,5,2
12991,2014-12-17,735/2014,5,2
9860,2014-11-24,730/2014,5,2
3123,2014-10-06,727/2014,5,2
619,2014-09-18,723/2014,5,2
10518,2014-11-28,720/2014,5,2
4924,2014-10-17,718/2014,5,2
12395,2014-12-12,718/2014,5,2
1750,2014-09-24,717/2014,5,2
13012,2014-12-17,714/2014,5,2
3547,2014-10-08,708/2014,5,2
6102,2014-10-28,708/2014,5,2
5265,2014-10-21,704/2014,5,2
12838,2014-12-16,852/2014,5,1
12291,2014-12-11,824/2014,5,1
4083,2014-10-13,812/2014,5,1
7674,2014-11-07,801/2014,5,1
12532,2014-12-12,748/2014,5,1
11431,2014-12-04,724/2014,5,1
85,2014-09-15,705/2014,5,1
280,2014-09-16,702/2014,5,1
2442,2014-09-30,873/2014,4,6
2176,2014-09-29,861/2014,4,6
9430,2014-11-20,861/2014,4,6
11373,2014-12-04,860/2014,4,6
10429,2014-11-27,858/2014,4,6
13085,2014-12-18,858/2014,4,6
5470,2014-10-22,851/2014,4,6
2495,2014-09-30,849/2014,4,6
7928,2014-11-10,847/2014,4,6
3763,2014-10-09,845/2014,4,6
11018,2014-12-02,843/2014,4,6
4839,2014-10-17,841/2014,4,6
1610,2014-09-24,836/2014,4,6
2648,2014-10-01,832/2014,4,6
12498,2014-12-12,830/2014,4,6
3043,2014-10-03,829/2014,4,6
3116,2014-10-06,829/2014,4,6
7917,2014-11-10,827/2014,4,6
3064,2014-10-03,812/2014,4,6
5761,2014-10-24,811/2014,4,6
4303,2014-10-14,807/2014,4,6
1710,2014-09-24,800/2014,4,6
1020,2014-09-22,781/2014,4,6
5895,2014-10-24,775/2014,4,6
2723,2014-10-02,773/2014,4,6
12153,2014-12-10,773/2014,4,6
7606,2014-11-06,768/2014,4,6
2704,2014-10-01,767/2014,4,6
13150,2014-12-18,755/2014,4,6
190,2014-09-15,751/2014,4,6
4017,2014-10-10,745/2014,4,6
10036,2014-11-25,739/2014,4,6
8129,2014-11-11,735/2014,4,6
4675,2014-10-16,734/2014,4,6
12442,2014-12-12,733/2014,4,6
9102,2014-11-18,727/2014,4,6
10434,2014-11-27,727/2014,4,6
12891,2014-12-17,727/2014,4,6
6984,2014-11-03,714/2014,4,6
3171,2014-10-06,712/2014,4,6
7213,2014-11-04,707/2014,4,6
132,2014-09-15,883/2014,4,5
3377,2014-10-07,883/2014,4,5
7232,2014-11-04,883/2014,4,5
8073,2014-11-11,879/2014,4,5
8617,2014-11-14,877/2014,4,5
8735,2014-11-14,876/2014,4,5
10894,2014-12-02,875/2014,4,5
4217,2014-10-14,871/2014,4,5
1996,2014-09-26,869/2014,4,5
9169,2014-11-18,868/2014,4,5
2782,2014-10-02,867/2014,4,5
6879,2014-11-03,867/2014,4,5
7378,2014-11-05,867/2014,4,5
12763,2014-12-16,866/2014,4,5
8036,2014-11-11,864/2014,4,5
7597,2014-11-06,863/2014,4,5
5282,2014-10-21,861/2014,4,5
5753,2014-10-24,859/2014,4,5
2040,2014-09-26,857/2014,4,5
10843,2014-12-01,852/2014,4,5
1845,2014-09-25,849/2014,4,5
12320,2014-12-11,846/2014,4,5
12265,2014-12-11,840/2014,4,5
3105,2014-10-06,839/2014,4,5
5404,2014-10-22,833/2014,4,5
10255,2014-11-26,833/2014,4,5
6423,2014-10-29,831/2014,4,5
8799,2014-11-17,823/2014,4,5
10443,2014-11-27,823/2014,4,5
11672,2014-12-08,822/2014,4,5
7855,2014-11-10,819/2014,4,5
9561,2014-11-21,815/2014,4,5
8845,2014-11-17,811/2014,4,5
7109,2014-11-04,808/2014,4,5
6341,2014-10-29,807/2014,4,5
8511,2014-11-13,806/2014,4,5
4813,2014-10-17,805/2014,4,5
6162,2014-10-28,799/2014,4,5
10039,2014-11-25,799/2014,4,5
9883,2014-11-24,796/2014,4,5
7812,2014-11-10,793/2014,4,5
1156,2014-09-22,790/2014,4,5
530,2014-09-17,784/2014,4,5
4986,2014-10-20,783/2014,4,5
12583,2014-12-15,783/2014,4,5
6824,2014-10-31,782/2014,4,5
845,2014-09-19,779/2014,4,5
1040,2014-09-22,777/2014,4,5
5820,2014-10-24,777/2014,4,5
1396,2014-09-23,771/2014,4,5
5737,2014-10-24,770/2014,4,5
2916,2014-10-03,768/2014,4,5
9016,2014-11-18,766/2014,4,5
8303,2014-11-12,765/2014,4,5
4575,2014-10-15,763/2014,4,5
2506,2014-09-30,761/2014,4,5
1767,2014-09-24,759/2014,4,5
5939,2014-10-27,758/2014,4,5
13014,2014-12-17,758/2014,4,5
1470,2014-09-23,757/2014,4,5
589,2014-09-17,756/2014,4,5
832,2014-09-19,755/2014,4,5
3998,2014-10-10,754/2014,4,5
10254,2014-11-26,751/2014,4,5
1823,2014-09-25,749/2014,4,5
260,2014-09-16,747/2014,4,5
12499,2014-12-12,747/2014,4,5
4094,2014-10-13,745/2014,4,5
4718,2014-10-16,745/2014,4,5
7988,2014-11-10,745/2014,4,5
8826,2014-11-17,745/2014,4,5
4058,2014-10-13,741/2014,4,5
12987,2014-12-17,739/2014,4,5
